Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
837.6929@17.83,"3","76.66","87.12","99.92","59.01","4","TG(16:1(9Z)/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C54H92O6","Triacylglycerols","51:6","16:1/17:1/18:4","836.6894","4.4","[M+H]+"
806.7219@17.86,"3","78.39","98.10","97.19","74.51","10","TG(14:0/15:0/18:2(9Z,12Z))","C50H92O6","Triacylglycerols","47:2","14:0/15:0/18:2","788.6894","1.7","[M+NH4]+"
837.6929@17.86,"3","77.70","98.23","97.47","60.12","7","TG(16:1(9Z)/16:1(9Z)/17:1(9Z))","C52H94O6","Triacylglycerols","49:3","16:1/16:1/17:1","814.7050","1.6","[M+Na]+"
,"3","76.32","86.96","93.08","59.40","4","TG(16:1(9Z)/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C54H92O6","Triacylglycerols","51:6","16:1/17:1/18:4","836.6894","4.5","[M+H]+"
768.7062@17.95,"3","78.49","97.97","99.77","74.14","6","TG(14:0/14:0/16:0)","C47H90O6","Triacylglycerols","44:0","14:0/14:0/16:0","750.6737","1.8","[M+NH4]+"
882.7531@17.96,"3","77.83","98.15","93.59","66.78","6","TG(15:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C56H96O6","Triacylglycerols","53:6","15:0/18:2/20:4","864.7207","1.6","[M+NH4]+"
837.6929@18.00,"3","77.75","98.23","99.98","58.48","6","TG(15:0/16:1(9Z)/18:2(9Z,12Z))","C52H94O6","Triacylglycerols","49:3","15:0/16:1/18:2","814.7050","1.6","[M+Na]+"
,"3","76.52","86.96","98.66","57.84","4","TG(15:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C54H92O6","Triacylglycerols","51:6","15:0/16:1/20:5","836.6894","4.5","[M+H]+"
832.7374@18.00,"3","78.56","97.92","97.06","78.33","13","TG(15:0/16:1(9Z)/18:2(9Z,12Z))","C52H94O6","Triacylglycerols","49:3","15:0/16:1/18:2","814.7050","1.7","[M+NH4]+"
946.7844@18.01,"3","77.64","98.19","89.95","66.44","5","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H100O6","Triacylglycerols","58:9","18:2/18:2/22:5","928.7520","1.5","[M+NH4]+"
901.7239@18.03,"3","77.90","97.47","99.97","63.11","7","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H98O6","Triacylglycerols","54:6","18:2/18:2/18:2","878.7363","1.8","[M+Na]+"
,"3","76.64","85.57","99.00","62.72","4","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H96O6","Triacylglycerols","56:9","18:2/18:2/20:5","900.7207","4.5","[M+H]+"
896.7686@18.05,"3","78.84","97.59","99.37","82.20","14","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H98O6","Triacylglycerols","54:6","18:2/18:2/18:2","878.7363","1.8","[M+NH4]+"
806.7219@18.06,"3","77.57","98.05","86.09","69.28","7","TG(15:1(9Z)/16:0/16:1(9Z))","C50H92O6","Triacylglycerols","47:2","15:1/16:0/16:1","788.6894","1.7","[M+NH4]+"
944.7686@18.06,"4","98.78","97.74","99.62","80.43","5","TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H98O6","Triacylglycerols","58:10","16:0/20:4/22:6","926.7363","1.7","[M+NH4]+"
894.7530@18.07,"3","78.10","97.73","96.08","70.36","10","TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H96O6","Triacylglycerols","54:7","16:0/18:2/20:5","876.7207","1.7","[M+NH4]+"
920.7685@18.13,"3","78.52","97.22","99.99","76.02","13","TG(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H98O6","Triacylglycerols","56:8","16:1/18:1/22:6","902.7363","1.9","[M+NH4]+"
875.7083@18.16,"3","77.94","97.50","99.99","63.87","7","TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:2/18:3","852.7207","1.8","[M+Na]+"
,"3","76.54","85.49","98.64","61.16","4","TG(16:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H94O6","Triacylglycerols","54:8","16:0/18:3/20:5","874.7050","4.6","[M+H]+"
870.7530@18.16,"4","99.11","97.81","99.37","87.27","13","TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:2/18:3","852.7207","1.7","[M+NH4]+"
908.7686@18.16,"3","72.75","97.66","0.00","59.74","3","TG(17:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C58H98O6","Triacylglycerols","55:7","17:1/18:2/20:4","890.7363","1.7","[M+NH4]+"
970.7842@18.18,"4","96.45","97.59","57.26","76.60","3","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C63H100O6","Triacylglycerols","60:11","18:1/20:4/22:6","952.7520","1.7","[M+NH4]+"
858.7532@18.20,"3","78.81","98.36","98.50","80.92","14","TG(16:1(9Z)/17:1(9Z)/18:2(9Z,12Z))","C54H96O6","Triacylglycerols","51:4","16:1/17:1/18:2","840.7207","1.5","[M+NH4]+"
863.7085@18.21,"3","76.23","86.75","92.41","58.68","4","TG(17:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C56H94O6","Triacylglycerols","53:7","17:1/18:2/18:4","862.7050","4.4","[M+H]+"
832.7373@18.23,"3","73.36","97.45","0.00","72.20","10","TG(15:0/16:1(9Z)/18:2(9Z,12Z))","C52H94O6","Triacylglycerols","49:3","15:0/16:1/18:2","814.7050","1.9","[M+NH4]+"
896.7684@18.25,"4","99.10","97.07","99.65","88.16","14","TG(18:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C57H98O6","Triacylglycerols","54:6","18:1/18:2/18:3","878.7363","2.0","[M+NH4]+"
901.7237@18.26,"3","77.64","96.85","99.76","59.35","5","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:2/20:4","878.7363","2.0","[M+Na]+"
,"3","76.31","84.28","97.55","60.07","4","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H96O6","Triacylglycerols","56:9","18:1/18:3/20:5","900.7207","4.7","[M+H]+"
970.7838@18.27,"3","77.64","96.47","98.56","61.24","2","TG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C63H100O6","Triacylglycerols","60:11","16:0/22:5/22:6","952.7520","2.1","[M+NH4]+"
773.6613@18.34,"3","78.12","97.34","99.75","67.96","10","TG(14:0/14:0/16:0)","C47H90O6","Triacylglycerols","44:0","14:0/14:0/16:0","750.6737","2.1","[M+Na]+"
,"3","76.62","84.55","99.65","63.70","5","TG(12:0/16:0/18:3(6Z,9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:0/18:3","772.6581","5.2","[M+H]+"
768.7060@18.36,"3","78.70","97.47","99.69","79.36","7","TG(14:0/14:0/16:0)","C47H90O6","Triacylglycerols","44:0","14:0/14:0/16:0","750.6737","2.0","[M+NH4]+"
908.7685@18.42,"3","72.62","97.22","0.00","57.99","2","TG(13:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))","C58H98O6","Triacylglycerols","55:7","13:0/20:5/22:2","890.7363","1.9","[M+NH4]+"
863.7077@18.45,"3","75.42","81.23","87.39","58.65","4","TG(15:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C56H94O6","Triacylglycerols","53:7","15:0/18:2/20:5","862.7050","5.3","[M+H]+"
,"3","69.18","37.29","57.35","51.75","1","SM(d18:1/26:1(17Z))","C49H97N2O6P","Ceramide phosphocholines (sphingomyelins)","44:2","-","840.7084","11.6","[M+Na]+"
799.6770@18.46,"3","77.88","97.23","99.68","63.47","7","TG(12:0/16:0/18:1(9Z))","C49H92O6","Triacylglycerols","46:1","12:0/16:0/18:1","776.6894","2.1","[M+Na]+"
,"3","76.44","84.47","99.71","60.12","4","TG(12:0/16:0/20:4(5Z,8Z,11Z,14Z))","C51H90O6","Triacylglycerols","48:4","12:0/16:0/20:4","798.6737","5.1","[M+H]+"
844.7370@18.46,"4","99.01","96.49","99.62","87.53","11","TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))","C53H94O6","Triacylglycerols","50:4","14:0/16:0/20:4","826.7050","2.2","[M+NH4]+"
777.6944@18.47,"3","77.69","94.99","88.95","74.79","7","TG(12:0/16:0/18:1(9Z))","C49H92O6","Triacylglycerols","46:1","12:0/16:0/18:1","776.6894","2.9","[M+H]+"
794.7216@18.48,"3","78.76","97.22","99.90","80.85","11","TG(14:0/16:0/16:1(9Z))","C49H92O6","Triacylglycerols","46:1","14:0/16:0/16:1","776.6894","2.1","[M+NH4]+"
858.7527@18.48,"3","78.63","96.70","99.77","79.47","13","TG(15:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C54H96O6","Triacylglycerols","51:4","15:0/18:2/18:2","840.7207","2.2","[M+NH4]+"
925.7238@18.54,"3","77.45","97.04","99.62","55.30","3","TG(16:0/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H98O6","Triacylglycerols","56:8","16:0/20:3/20:5","902.7363","1.9","[M+Na]+"
,"3","76.20","84.80","97.17","57.13","3","TG(16:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H96O6","Triacylglycerols","58:11","16:0/20:5/22:6","924.7207","4.5","[M+H]+"
972.7993@18.54,"3","72.71","95.89","0.00","62.51","3","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H102O6","Triacylglycerols","60:10","18:1/20:4/22:5","954.7676","2.2","[M+NH4]+"
920.7681@18.56,"4","93.85","95.85","0.00","85.20","12","TG(16:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H98O6","Triacylglycerols","56:8","16:0/18:2/22:6","902.7363","2.3","[M+NH4]+"
920.7681@18.57,"4","98.82","95.98","99.32","85.12","12","TG(16:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H98O6","Triacylglycerols","56:8","16:0/18:2/22:6","902.7363","2.3","[M+NH4]+"
925.7238@18.57,"3","76.08","84.80","95.55","56.36","3","TG(16:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H96O6","Triacylglycerols","58:11","16:0/20:5/22:6","924.7207","4.5","[M+H]+"
820.7371@18.60,"3","78.77","96.79","99.43","82.35","13","TG(14:0/16:1(9Z)/18:1(9Z))","C51H94O6","Triacylglycerols","48:2","14:0/16:1/18:1","802.7050","2.2","[M+NH4]+"
803.7107@18.60,"3","75.63","97.29","43.34","74.68","10","TG(14:0/16:1(9Z)/18:1(9Z))","C51H94O6","Triacylglycerols","48:2","14:0/16:1/18:1","802.7050","2.0","[M+H]+"
870.7526@18.60,"4","98.83","96.53","98.80","84.81","12","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C55H96O6","Triacylglycerols","52:5","16:0/16:1/20:4","852.7207","2.2","[M+NH4]+"
825.6923@18.60,"3","77.69","96.38","99.80","61.29","6","TG(14:0/16:1(9Z)/18:1(9Z))","C51H94O6","Triacylglycerols","48:2","14:0/16:1/18:1","802.7050","2.3","[M+Na]+"
,"3","76.27","82.91","99.58","60.06","4","TG(12:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C53H92O6","Triacylglycerols","50:5","12:0/18:1/20:4","824.6894","5.2","[M+H]+"
832.7371@18.62,"3","78.31","96.99","98.53","73.71","11","TG(15:0/16:0/18:3(6Z,9Z,12Z))","C52H94O6","Triacylglycerols","49:3","15:0/16:0/18:3","814.7050","2.1","[M+NH4]+"
946.7837@18.63,"3","78.28","95.77","99.12","74.91","12","TG(18:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H100O6","Triacylglycerols","58:9","18:1/18:2/22:6","928.7520","2.3","[M+NH4]+"
946.7837@18.64,"3","77.65","95.89","86.23","74.98","12","TG(18:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H100O6","Triacylglycerols","58:9","18:1/18:2/22:6","928.7520","2.3","[M+NH4]+"
884.7684@18.64,"3","78.24","96.99","90.37","80.44","14","TG(17:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C56H98O6","Triacylglycerols","53:5","17:1/18:2/18:2","866.7363","2.0","[M+NH4]+"
884.7683@18.64,"3","73.68","96.73","0.00","80.13","13","TG(17:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C56H98O6","Triacylglycerols","53:5","17:1/18:2/18:2","866.7363","2.1","[M+NH4]+"
820.7373@18.66,"3","78.87","97.33","99.86","82.86","14","TG(14:1(9Z)/16:0/18:1(9Z))","C51H94O6","Triacylglycerols","48:2","14:1/16:0/18:1","802.7050","2.0","[M+NH4]+"
825.6924@18.68,"3","77.77","96.66","98.51","63.57","7","TG(14:1(9Z)/16:0/18:1(9Z))","C51H94O6","Triacylglycerols","48:2","14:1/16:0/18:1","802.7050","2.2","[M+Na]+"
,"3","76.08","83.44","94.83","59.97","4","TG(16:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C53H92O6","Triacylglycerols","50:5","16:0/16:1/18:4","824.6894","5.1","[M+H]+"
896.7682@18.71,"3","78.33","96.16","98.98","75.32","13","TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:1/18:1/20:4","878.7363","2.3","[M+NH4]+"
858.7525@18.71,"4","98.64","96.06","96.50","84.18","12","TG(15:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C54H96O6","Triacylglycerols","51:4","15:0/18:1/18:3","840.7207","2.4","[M+NH4]+"
803.7111@18.72,"3","73.30","98.40","0.00","69.16","6","TG(14:1(9Z)/16:0/18:1(9Z))","C51H94O6","Triacylglycerols","48:2","14:1/16:0/18:1","802.7050","1.6","[M+H]+"
846.7527@18.80,"3","78.98","96.68","99.53","86.63","14","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","C53H96O6","Triacylglycerols","50:3","16:1/16:1/18:1","828.7207","2.2","[M+NH4]+"
884.7682@18.81,"3","78.46","96.10","99.08","77.99","13","TG(17:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C56H98O6","Triacylglycerols","53:5","17:1/18:1/18:3","866.7363","2.3","[M+NH4]+"
922.7840@18.83,"3","73.44","96.98","0.00","74.93","13","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","2.0","[M+NH4]+"
922.7839@18.83,"3","78.33","96.62","99.56","73.85","13","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","2.1","[M+NH4]+"
927.7390@18.84,"3","77.14","95.45","93.45","58.39","6","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","2.4","[M+Na]+"
,"3","75.97","81.78","97.70","58.21","4","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C61H98O6","Triacylglycerols","58:10","18:1/20:4/20:5","926.7363","5.0","[M+H]+"
851.7079@18.85,"3","77.84","96.20","99.91","64.47","7","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","C53H96O6","Triacylglycerols","50:3","16:1/16:1/18:1","828.7207","2.3","[M+Na]+"
,"3","76.36","82.72","99.37","62.47","4","TG(16:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:1/18:4","850.7050","5.2","[M+H]+"
846.7526@18.90,"3","78.91","96.38","99.65","85.86","14","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","C53H96O6","Triacylglycerols","50:3","16:1/16:1/18:1","828.7207","2.3","[M+NH4]+"
851.7080@18.93,"3","77.57","96.33","94.83","63.92","7","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","C53H96O6","Triacylglycerols","50:3","16:1/16:1/18:1","828.7207","2.3","[M+Na]+"
,"3","76.32","82.95","98.51","61.96","4","TG(16:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:1/18:4","850.7050","5.1","[M+H]+"
972.7991@18.93,"3","72.75","95.05","0.00","64.88","4","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H102O6","Triacylglycerols","60:10","18:1/20:4/22:5","954.7676","2.4","[M+NH4]+"
825.6925@18.94,"3","77.83","97.06","97.59","64.83","7","TG(14:0/16:0/18:2(9Z,12Z))","C51H94O6","Triacylglycerols","48:2","14:0/16:0/18:2","802.7050","2.1","[M+Na]+"
,"3","76.47","84.27","99.76","61.16","4","TG(14:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C53H92O6","Triacylglycerols","50:5","14:0/16:0/20:5","824.6894","5.0","[M+H]+"
820.7373@18.94,"3","78.92","97.48","99.76","83.68","11","TG(14:0/16:0/18:2(9Z,12Z))","C51H94O6","Triacylglycerols","48:2","14:0/16:0/18:2","802.7050","1.9","[M+NH4]+"
884.7679@18.98,"3","77.59","95.04","85.47","76.31","11","TG(17:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C56H98O6","Triacylglycerols","53:5","17:1/18:1/18:3","866.7363","2.6","[M+NH4]+"
782.7216@18.99,"3","78.55","97.28","100.00","76.36","6","TG(14:0/15:0/16:0)","C48H92O6","Triacylglycerols","45:0","14:0/15:0/16:0","764.6894","2.1","[M+NH4]+"
858.7521@18.99,"3","77.93","94.18","99.80","70.36","9","TG(15:0/16:0/20:4(5Z,8Z,11Z,14Z))","C54H96O6","Triacylglycerols","51:4","15:0/16:0/20:4","840.7207","2.9","[M+NH4]+"
972.7987@18.99,"3","77.41","93.15","98.24","63.67","5","TG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H102O6","Triacylglycerols","60:10","16:0/22:5/22:5","954.7676","2.9","[M+NH4]+"
794.7218@19.01,"3","73.52","97.94","0.00","74.59","9","TG(14:0/16:0/16:1(9Z))","C49H92O6","Triacylglycerols","46:1","14:0/16:0/16:1","776.6894","1.8","[M+NH4]+"
972.7987@19.04,"3","75.06","93.42","57.58","56.84","2","TG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H102O6","Triacylglycerols","60:10","16:0/22:5/22:5","954.7676","2.8","[M+NH4]+"
946.7838@19.05,"3","77.92","96.32","99.39","66.46","4","TG(16:0/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H100O6","Triacylglycerols","58:9","16:0/20:3/22:6","928.7520","2.1","[M+NH4]+"
896.7680@19.06,"4","98.83","95.69","99.16","86.12","12","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:2/20:4","878.7363","2.4","[M+NH4]+"
829.7262@19.07,"3","77.94","96.87","94.44","70.70","12","TG(14:0/18:1(9Z)/18:2(9Z,12Z))","C53H96O6","Triacylglycerols","50:3","14:0/18:1/18:2","828.7207","2.1","[M+H]+"
851.7081@19.07,"3","77.74","97.00","97.98","62.79","7","TG(16:0/16:1(9Z)/18:2(9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:1/18:2","828.7207","2.1","[M+Na]+"
,"3","76.39","84.30","99.83","59.46","4","TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H94O6","Triacylglycerols","52:6","16:0/16:1/20:5","850.7050","4.9","[M+H]+"
846.7529@19.08,"3","78.77","97.50","99.72","80.75","13","TG(16:0/16:1(9Z)/18:2(9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:1/18:2","828.7207","1.9","[M+NH4]+"
829.7265@19.09,"3","78.15","97.82","98.84","68.55","8","TG(16:0/16:1(9Z)/18:2(9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:1/18:2","828.7207","1.8","[M+H]+"
808.7375@19.11,"3","78.66","97.98","99.96","77.27","12","TG(14:0/15:0/18:1(9Z))","C50H94O6","Triacylglycerols","47:1","14:0/15:0/18:1","790.7050","1.8","[M+NH4]+"
908.7677@19.13,"3","77.34","94.15","83.95","74.60","7","TG(15:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C58H98O6","Triacylglycerols","55:7","15:0/18:1/22:6","890.7363","2.8","[M+NH4]+"
922.7838@19.19,"4","98.89","96.02","99.87","85.83","13","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","2.3","[M+NH4]+"
872.7684@19.20,"3","78.99","96.91","99.15","86.80","14","TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:1/18:1/18:2","854.7363","2.1","[M+NH4]+"
855.7416@19.21,"3","73.10","96.12","0.00","69.84","9","TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:1/18:1/18:2","854.7363","2.3","[M+H]+"
825.6927@19.21,"3","76.55","85.53","99.91","59.96","4","TG(14:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C53H92O6","Triacylglycerols","50:5","14:0/16:0/20:5","824.6894","4.8","[M+H]+"
877.7235@19.21,"3","77.78","95.89","99.34","64.40","7","TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:1/18:1/18:2","854.7363","2.4","[M+Na]+"
,"3","76.25","82.29","99.93","60.43","4","TG(16:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H96O6","Triacylglycerols","54:7","16:1/18:1/20:5","876.7207","5.1","[M+H]+"
884.7682@19.24,"3","73.10","96.10","0.00","69.86","8","TG(17:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C56H98O6","Triacylglycerols","53:5","17:0/18:2/18:3","866.7363","2.3","[M+NH4]+"
834.7530@19.26,"3","78.89","97.64","98.99","83.60","12","TG(15:0/16:1(9Z)/18:1(9Z))","C52H96O6","Triacylglycerols","49:2","15:0/16:1/18:1","816.7207","1.9","[M+NH4]+"
922.7839@19.26,"3","78.26","96.47","98.87","73.31","13","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","2.1","[M+NH4]+"
851.7085@19.30,"3","77.95","98.02","99.92","63.10","7","TG(16:0/16:1(9Z)/18:2(9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:1/18:2","828.7207","1.7","[M+Na]+"
,"3","76.55","86.54","98.16","59.70","4","TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H94O6","Triacylglycerols","52:6","16:0/16:1/20:5","850.7050","4.5","[M+H]+"
948.7999@19.38,"4","98.97","97.70","99.18","84.77","13","TG(18:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H102O6","Triacylglycerols","58:8","18:1/18:2/22:5","930.7676","1.7","[M+NH4]+"
910.7834@19.39,"3","77.78","94.52","98.34","68.14","5","TG(17:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H100O6","Triacylglycerols","55:6","17:1/18:1/20:4","892.7520","2.7","[M+NH4]+"
953.7550@19.39,"3","76.18","84.40","99.16","55.57","3","TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H100O6","Triacylglycerols","60:11","18:1/20:5/22:5","952.7520","4.5","[M+H]+"
787.6770@19.41,"3","76.32","84.69","99.28","57.65","3","TG(13:0/16:0/18:3(6Z,9Z,12Z))","C50H90O6","Triacylglycerols","47:3","13:0/16:0/18:3","786.6737","5.1","[M+H]+"
,"3","72.52","49.64","96.12","55.06","2","SM(d16:1/24:0)","C45H91N2O6P","Ceramide phosphocholines (sphingomyelins)","40:1","-","786.6615","10.5","[M+H]+"
782.7216@19.42,"3","78.73","97.23","99.90","80.34","7","TG(14:0/15:0/16:0)","C48H92O6","Triacylglycerols","45:0","14:0/15:0/16:0","764.6894","2.1","[M+NH4]+"
813.6927@19.50,"3","76.40","85.58","99.18","57.75","4","TG(14:0/15:0/20:4(5Z,8Z,11Z,14Z))","C52H92O6","Triacylglycerols","49:4","14:0/15:0/20:4","812.6894","4.8","[M+H]+"
,"3","72.02","49.52","87.81","53.46","2","SM(d18:1/24:1(15Z))","C47H93N2O6P","Ceramide phosphocholines (sphingomyelins)","42:2","-","812.6771","10.2","[M+H]+"
808.7376@19.53,"3","78.71","98.19","99.84","77.92","11","TG(14:0/15:0/18:1(9Z))","C50H94O6","Triacylglycerols","47:1","14:0/15:0/18:1","790.7050","1.7","[M+NH4]+"
877.7237@19.54,"3","77.79","96.83","98.77","63.41","7","TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:2/18:2","854.7363","2.1","[M+Na]+"
,"3","76.52","84.10","99.97","62.22","4","TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H96O6","Triacylglycerols","54:7","16:0/18:2/20:5","876.7207","4.8","[M+H]+"
855.7423@19.55,"4","98.07","98.29","84.52","80.33","9","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","1.5","[M+H]+"
872.7687@19.55,"4","99.17","97.77","99.32","88.59","13","TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:2/18:2","854.7363","1.7","[M+NH4]+"
910.7829@19.60,"3","72.58","92.28","0.00","67.01","6","TG(15:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))","C58H100O6","Triacylglycerols","55:6","15:0/18:2/22:4","892.7520","3.2","[M+NH4]+"
884.7685@19.63,"4","98.69","97.42","95.32","83.55","11","TG(15:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C56H98O6","Triacylglycerols","53:5","15:0/18:1/20:4","866.7363","1.9","[M+NH4]+"
